"","Start_Date","End_Date","Company","Lecture","Lecture_Comments","Responsive","Responsive_Comments","Student_Guide","Guide_Comment","Lab_Exercises","Lab_Comments","Classroom","Classroom_Comments","Computer","Computer_Comments","Network","Network_Comments","See_Hear","See_Hear_Comments","Years_Experience","Experience_Comments","IP_or_Telephony_Background","Background_Comments","Had_Knowledge_Skills","Knowledge_Skills_Comments","Metaswitch_Experience","Metaswitch_Exp_Comments","Attended__Appropriate_Time","Appropriate_Time_Comments","Learned_What_I_Needed","Learned_Comment","Recommend_Class","Recommend_Comments","Feedback","Instructor","Location","Course","Technical_Details"
"55","2016-08-12 4:54:05","2016-08-12 5:04:43","Salish Networks","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","37+ years","Telephony","","Disagree","A lot of technical information that I am unfamiliar with.  Lots of stuff ""over my head"".","3 to 11 months","","Yes","","Agree","Lots of great information.  The parts that I need will ""sink in"" over time.  Good to know ""where to go"" for help...","Yes","","Just in relation to my current experience, the course was a bit overwhelming.  But that's not to say that it's too much for most other people who attend.  Really good class overall.  I did enjoy it!!   Jason was very easy to understand and very patient.  Would definitely recommend. ","   Jason Anderson        "," ","HPBX Deployment & Troubleshooting "," Agree  "
"56","2016-08-12 4:53:52","2016-08-12 4:59:38","JEA","Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","","2 to 5 years","","Yes","","Disagree","I would have liked to have known more details regarding each function in building up a business group - ie review everything in the connection tab / BG settings tab / etc","Yes","","I wish we could have built up a real world sample BG from start to finish","   Jason Anderson        ","Denver (DTC) ","HPBX Deployment & Troubleshooting "," Agree  "
"57","2016-08-12 4:53:59","2016-08-12 4:59:02","SCTelcom","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","IP","","Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","","Jason did an excellent job. Seems like he was born to do this type of thing.","   Jason Anderson        ","Denver (DTC) ","HPBX Deployment & Troubleshooting ","Strongly Agree   "
"58","2016-08-12 4:54:12","2016-08-12 5:00:27","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","Telephony","","Agree","","2 to 5 years","","Yes","","Agree","","Yes","","There were quite a few mistakes in the lab book which made some of the labs confusing.","   Jason Anderson        ","Denver (DTC) ","HPBX Deployment & Troubleshooting "," Agree  "
"59","2016-08-12 4:53:51","2016-08-12 4:58:35","Yelcot","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","","Strongly Agree","","6 or more years","","No","I would rather have taken the courses then installed/upgrade our system.","Strongly Agree","","Yes","","","   Jason Anderson        ","Denver (DTC) ","HPBX Deployment & Troubleshooting "," Agree  "
"60","2016-08-12 4:53:51","2016-08-12 5:08:22","Chariton Valley","Strongly Agree","I agree.  Some of the student are taking this course as their first training course, so they were unable to keep up as well.  Basic concepts had to be explained to them, which put us in a situation where we had to move through the last couple days at a far faster pace.","Strongly Agree","Jason does a fantastic job of addressing questions, but if students would have the correct prerequisite completed then we would not have to rehash pother material so much. ","Strongly Agree","","Strongly Disagree","The lab guide was a complete mess, and the exercises are horrible in groups.  We should NOT have to rely on partner and split up the exercises AND the exercise book was full of the wrong location information.  I was paired with someone who did not understand basic concepts (and was slow), so I had to just go through the labs without him just to keep up with the course.  This is not helping him learn, since he doesn't get to do every part of a lab, and it is hindering my quality of work in the labs.  I came to study for a week, not share part of my lab exercises with a group member when the exercise book is clearly designed for each position to work on the exercises separately.  Overall, there was lots of confusion with doing the labs.","Strongly Agree","The classroom was very well furnished and comfortable.","Strongly Agree","","Strongly Agree","","Strongly Agree","","One to Five Years","","Neither","I transitioned from IT into Telephony","Strongly Agree","","2 to 5 years","","Yes","I had plenty of hands on time with these concepts before I attended.","Strongly Agree","","Yes","People HAVE to attend ATLEAST the introductory course before attending.  It is ridiculous how much some of our attendees did not know.","I felt like the Accession section was more of a sales pitch then being actually useful in this course.  We were not able to use it, nor was it explained as if we were selling it, but more selling it to us.  (It is great, just saying. :-))","   Jason Anderson        ","Denver (DTC) ","HPBX Deployment & Troubleshooting ","Strongly Agree   "
"61","2016-08-10 22:11:31","2016-08-10 22:35:32","Telstra","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","","Strongly Agree","","12 to 23 months","","Yes","","Strongly Agree","","Yes","","","       John Newbery    ","On-site at my Company Location ","Other (please specify) Configuration 1   Accelerated Perimeta - M2","Strongly Agree   "
"62","2016-08-09 13:30:21","2016-08-09 13:43:42","Axtel","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","Genaro Islas           ","On-site at my Company Location ","Perimeta SBC Accelerated Deployment ","Strongly Agree   "
"63","2016-08-05 2:58:09","2016-08-05 3:11:36","Windstream","Strongly Agree","","Strongly Agree","And very patient and helpful.","Strongly Agree","Need copy","Strongly Agree","Very helpful and Jake was very good at explaining things that I stumbled on.","Strongly Agree","","Agree","windstream security prevented somethings.","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","Loved it and cant wait two get my feet wet!","  Jake Livingstone         ","On-site at my Company Location ","System Overview ","Strongly Agree   "
"64","2016-08-05 2:50:40","2016-08-05 2:55:34","Windstream","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","","","  Jake Livingstone         ","On-site at my Company Location ","System Overview ","Strongly Agree   "
"65","2016-08-05 2:47:26","2016-08-05 3:08:46","Windstream Communications","Strongly Agree","","Strongly Agree","","Agree","There were some items left out and some corrections necessary, but the instructor corrected them.","Agree","","Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Telephony","","Strongly Agree","","12 to 23 months","","No","I actually gained quite a bit of knowledge on the job regarding the Metaswitch platform prior to the course but wanted to get some formal training to compliment the experience.","Agree","","Yes","","","  Jake Livingstone         ","On-site at my Company Location ","System Overview "," Agree  "
"66","2016-08-05 2:47:16","2016-08-05 2:59:16","Windstream","Strongly Agree","","Strongly Agree","If for any reason the answer was not immediately known then Jake followed up to ensure it was answered. ","Agree","A few items in the student guide needed to be updated but they were covered before class started the first day. ","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","Once the network was setup it worked fine. The only request in the future would be if our representative be able to log into the metaswitch VPN prior to class starting. We were able to overcome this obstacle but it did delay some progress. ","Strongly Agree","","Eleven to Twenty Years","","Telephony","","Strongly Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","","I think Jake did a wonderful job in helping those that were less experienced in certain areas and kept the rest of the class involved during longer lectures. Good class!","  Jake Livingstone         ","On-site at my Company Location ","System Overview "," Agree  "
"67","2016-08-05 2:47:01","2016-08-05 3:11:30","Windstream Communications","Strongly Agree","Jake spoke in a tone of voice that easily understood. He done a great job presenting the course.","Strongly Agree","Jake done a great job answering questions. You could tell he had a lot of real world experience on networks.","Strongly Agree","","Strongly Agree","The lab exercises are where I get the most out of course. Strong labs add to the learning experience.","Agree","On Site Windstream Training room","Agree","Windstream provided computer","Agree","","Strongly Agree","","Twenty One or More Years","38 year in Telecommunications","Telephony","some IP","Strongly Agree","","12 to 23 months","","Yes","","Agree","","Yes","","I think the Metaswitch is a great product. I would like to attend more training courses in the future.","  Jake Livingstone         ","Other (please specify) On site location: Windstream Greenville, South Carolina","System Overview ","Strongly Agree   "
"68","2016-08-05 2:47:34","2016-08-05 2:52:00","Windstream","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Telephony","","Strongly Agree","","6 or more years","","Yes","","Strongly Agree","","Yes","","","  Jake Livingstone         ","Other (please specify) Greenville, SC","System Overview ","Strongly Agree   "
"69","2016-08-05 2:47:59","2016-08-05 2:51:04","Windstream","Agree","","Agree","","Agree","","Agree","","Disagree","","Disagree","","Disagree","","Agree","","Eleven to Twenty Years","","Telephony","","Agree","","3 to 11 months","","Yes","","Agree","","Yes","","","  Jake Livingstone         ","On-site at my Company Location ","Deployment Overview "," Agree  "
"70","2016-08-05 2:45:56","2016-08-05 2:50:30","Windstream","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","  Jake Livingstone         ","On-site at my Company Location ","System Overview "," Agree  "
"71","2016-08-02 21:28:23","2016-08-02 21:37:59","Telstra","Disagree","","Agree","","Disagree","Can't remember there was a student guide","Disagree","Lab exercises were not enough. important elements were not included","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Six to Ten Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Disagree","","No","","","       John Newbery    ","On-site at my Company Location ","Perimeta SBC Accelerated Deployment "," Agree  "
"72","2016-08-01 8:59:09","2016-08-01 9:04:06","Charter Communications","Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"73","2016-07-29 5:01:10","2016-07-29 5:10:11","TEC","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","great snacks and drinks","Strongly Agree","fast computer.","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","","Strongly Agree","","2 to 5 years","","Yes","","Strongly Agree","","Yes","This course is awesome and ","The instructor did an amazing job. He really knows his stuff on perimeta. He answered all my questions.","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"74","2016-07-29 4:50:12","2016-07-29 4:59:03","Altice USA dba Suddenlink Communications","Strongly Agree","","Strongly Agree","He took the time to individually work with anyone having questions or problems.","Agree","","Strongly Agree","","Agree","","","I used my company laptop, which had some issues.  Instructor was very patient and found an alternative connectivity resolution.","Strongly Agree","","Agree","","Twenty One or More Years","","IP","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","I enjoyed the course.  The instructor was knowledgeable and patient.","Genaro Islas           ","Other (please specify) Bethpage, NY","Advanced Translations ","Strongly Agree   "
"75","2016-07-29 4:48:48","2016-07-29 4:55:04","Altice","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Six to Ten Years","","Both IP and Telephony","","Agree","","3 to 11 months","","Yes","","Agree","","Yes","","N/A","Genaro Islas           ","On-site at my Company Location ","Advanced Translations "," Agree  "
"76","2016-07-29 4:48:26","2016-07-29 4:55:56","Altice/Suddenlink","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Twenty One or More Years","","Telephony","","Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","","Genaro is an excellent instructor who is willing to adjust his teaching to the needs of the class as a whole.  He is always available to answer questions even at the end of the day and is very good at explaining the more difficult concepts in layman's terms.  It was a pleasure to be in his class.","Genaro Islas           ","Other (please specify) Bethpage, NY","Advanced Translations ","Strongly Agree   "
